nombre_imagen,equivPxmmR1,equivPxmmR2,equivPxmmR3,equivPxmmR4,sumaAreaPxR1,sumaAreaPxR2,sumaAreaPxR3,sumaAreaPxR4,diametroPxR1,diametroPxR2,diametroPxR3,diametroPxR4,ejeMayorPxR1,ejeMayorPxR2,ejeMayorPxR3,ejeMayorPxR4,ejeMenorPxR1,ejeMenorPxR2,ejeMenorPxR3,ejeMenorPxR4,diametrommR1,diametrommR2,diametrommR3,diametrommR4,ejeMayormmR1,ejeMayormmR2,ejeMayormmR3,ejeMayormmR4,ejeMenormmR1,ejeMenormmR2,ejeMenormmR3,ejeMenormmR4,clasificacionSize
/home/usuario/OrangeResults/inputToLearn/053.jpg,0.3626,0.4872,0.4978,0.5019,31822,15940,15153,15962,201.2884,142.4621,138.9007,142.5603,203.6679,147.789,142.8052,145.8757,199.0117,137.4155,135.1491,139.5001,72.9817,69.4136,69.146,71.5496,73.8445,72.0091,71.0897,73.2136,72.1563,66.9548,67.2784,70.0137,grande
/home/usuario/OrangeResults/inputToLearn/099.jpg,0.3626,0.4872,0.4978,0.5019,32354,16893,16140,16675,202.964,146.6589,143.353,145.7095,204.4542,154.6889,147.4107,152.3593,201.5271,139.1234,139.448,139.4206,73.5893,71.4585,71.3624,73.1302,74.1296,75.3711,73.3823,76.4676,73.0683,67.7869,69.4185,69.9738,mediana
/home/usuario/OrangeResults/inputToLearn/064.jpg,0.3626,0.4872,0.4978,0.5019,28004,14380,13763,14126,188.8274,135.3114,132.3767,134.1111,194.7489,143.4436,137.1425,140.1841,183.1598,127.814,127.9374,128.4616,68.4637,65.9295,65.8983,67.309,70.6107,69.8919,68.2708,70.357,66.4088,62.2765,63.6884,64.4736,mediana
/home/usuario/OrangeResults/inputToLearn/069.jpg,0.3626,0.4872,0.4978,0.5019,34136,18286,16729,15847,208.4785,152.5859,145.9453,142.0459,216.7268,161.0166,155.1676,149.796,200.6935,144.7224,137.445,137.223,75.5887,74.3464,72.6529,71.2914,78.5793,78.4542,77.2438,75.1811,72.7661,70.515,68.4213,68.8709,grande
/home/usuario/OrangeResults/inputToLearn/076.jpg,0.3626,0.4872,0.4978,0.5019,35268,18502,17252,17615,211.9071,153.4845,148.2091,149.7602,214.9667,159.7596,150.4103,156.6221,209.0491,147.5354,146.0907,143.2521,76.8318,74.7842,73.7798,75.1631,77.9411,77.8417,74.8756,78.6071,75.7956,71.8856,72.7252,71.8968,grande
/home/usuario/OrangeResults/inputToLearn/094.jpg,0.3626,0.4872,0.4978,0.5019,25702,13700,12803,13327,180.9,132.0734,127.6765,130.2631,186.8437,137.7414,133.818,134.4358,175.2825,126.6969,121.9577,126.314,65.5894,64.3518,63.5585,65.3777,67.7445,67.1135,66.6158,67.472,63.5527,61.7322,60.7117,63.3957,grande
/home/usuario/OrangeResults/inputToLearn/040.jpg,0.3626,0.4872,0.4978,0.5019,31636,16460,15444,16085,200.6993,144.7671,140.2281,143.1086,207.877,150.2908,145.7718,147.0229,193.8654,139.5136,135.3422,139.3952,72.7681,70.5368,69.8068,71.8248,75.3706,73.2281,72.5665,73.7893,70.2904,67.977,67.3746,69.961,mediana
/home/usuario/OrangeResults/inputToLearn/079.jpg,0.3626,0.4872,0.4978,0.5019,31552,16619,15329,15723,200.4327,145.4647,139.705,141.489,203.738,151.985,143.8037,144.6151,197.301,139.2884,135.7812,138.4866,72.6715,70.8766,69.5464,71.0119,73.8699,74.0537,71.5868,72.5809,71.536,67.8673,67.5931,69.505,grande
/home/usuario/OrangeResults/inputToLearn/057.jpg,0.3626,0.4872,0.4978,0.5019,31153,16859,16005,15442,199.1613,146.5112,142.7522,140.219,204.7269,155.223,146.8722,144.8121,193.8531,138.4121,138.8532,135.8498,72.2105,71.3866,71.0633,70.3745,74.2285,75.6313,73.1143,72.6797,70.2859,67.4403,69.1224,68.1816,grande
/home/usuario/OrangeResults/inputToLearn/038.jpg,0.3626,0.4872,0.4978,0.5019,30654,16343,15327,15348,197.5598,144.2517,139.6959,139.7916,200.6436,155.104,143.9515,147.1182,194.5882,134.2911,135.6672,133.0413,71.6299,70.2856,69.5419,70.16,72.748,75.5733,71.6603,73.8371,70.5524,65.4324,67.5363,66.7721,mediana
/home/usuario/OrangeResults/inputToLearn/048.jpg,0.3626,0.4872,0.4978,0.5019,30624,16468,15152,15616,197.4631,144.8023,138.8961,141.0068,210.8504,150.5806,150.2423,147.5719,185.1729,139.3849,128.5061,134.9274,71.5948,70.5539,69.1437,70.7699,76.4487,73.3693,74.792,74.0648,67.1387,67.9143,63.9715,67.7187,mediana
/home/usuario/OrangeResults/inputToLearn/081.jpg,0.3626,0.4872,0.4978,0.5019,31129,16402,15538,16123,199.0846,144.5119,140.6542,143.2775,201.6591,151.0913,143.2711,150.0087,196.6528,138.3463,138.1641,136.9765,72.1827,70.4124,70.0189,71.9095,73.1161,73.6182,71.3216,75.2879,71.301,67.4083,68.7793,68.7471,grande
/home/usuario/OrangeResults/inputToLearn/024.jpg,0.3626,0.4872,0.4978,0.5019,31181,16490,15128,15705,199.2508,144.899,138.7861,141.408,212.9352,150.3144,148.4901,149.3908,186.514,139.761,129.9755,133.9646,72.243,70.601,69.0889,70.9713,77.2046,73.2396,73.9197,74.9777,67.6249,68.0976,64.703,67.2355,mediana
/home/usuario/OrangeResults/inputToLearn/115.jpg,0.3626,0.4872,0.4978,0.5019,30039,15906,14991,15022,195.568,142.31,138.1562,138.299,208.4913,151.2472,148.655,146.4195,183.6576,133.9957,128.4409,130.7913,70.9077,69.3396,68.7754,69.4109,75.5933,73.6941,74.0018,73.4865,66.5893,65.2885,63.939,65.6428,pequeña
/home/usuario/OrangeResults/inputToLearn/114.jpg,0.3626,0.4872,0.4978,0.5019,28889,14533,13641,14020,191.7879,136.0294,131.7887,133.607,195.9845,141.2652,135.7746,134.896,187.7766,131.0653,128.0417,132.4289,69.5371,66.2794,65.6056,67.056,71.0587,68.8305,67.5898,67.7029,68.0827,63.8607,63.7403,66.4648,mediana
/home/usuario/OrangeResults/inputToLearn/032.jpg,0.3626,0.4872,0.4978,0.5019,28332,14296,13446,14151,189.93,134.9156,130.8433,134.2297,201.8582,146.3414,140.9909,142.1474,178.8879,124.5526,121.6439,126.8852,68.8635,65.7367,65.135,67.3685,73.1883,71.3038,70.1866,71.3424,64.8599,60.6874,60.5554,63.6824,pequeña
