nombre_imagen,equivPxmmR1,equivPxmmR2,equivPxmmR3,equivPxmmR4,sumaAreaPxR1,sumaAreaPxR2,sumaAreaPxR3,sumaAreaPxR4,diametroPxR1,diametroPxR2,diametroPxR3,diametroPxR4,ejeMayorPxR1,ejeMayorPxR2,ejeMayorPxR3,ejeMayorPxR4,ejeMenorPxR1,ejeMenorPxR2,ejeMenorPxR3,ejeMenorPxR4,diametrommR1,diametrommR2,diametrommR3,diametrommR4,ejeMayormmR1,ejeMayormmR2,ejeMayormmR3,ejeMayormmR4,ejeMenormmR1,ejeMenormmR2,ejeMenormmR3,ejeMenormmR4,clasificacionSize
/home/usuario/OrangeResults/inputToLearn/018.jpg,0.3626,0.4872,0.4978,0.5019,32795,16915,16190,16679,204.3426,146.7544,143.5749,145.727,217.2351,154.3797,151.0622,150.4665,192.3717,139.6205,136.5723,141.2485,74.0891,71.505,71.4729,73.1389,78.7636,75.2204,75.2001,75.5176,69.7488,68.0291,67.9869,70.8912,grande
/home/usuario/OrangeResults/inputToLearn/068.jpg,0.3626,0.4872,0.4978,0.5019,30683,16612,15209,14865,197.6533,145.434,139.1571,137.5744,199.9666,150.5427,139.3969,141.3544,195.4749,140.6679,138.9915,134.027,71.6637,70.8617,69.2737,69.0472,72.5025,73.3509,69.393,70.9444,70.8739,68.5394,69.1912,67.2668,grande
/home/usuario/OrangeResults/inputToLearn/025.jpg,0.3626,0.4872,0.4978,0.5019,29101,15200,14063,14791,192.4904,139.1159,133.8117,137.2315,201.0568,144.6837,141.3248,141.823,184.3801,133.8886,126.7611,132.8679,69.7918,67.7833,66.6127,68.8751,72.8978,70.4961,70.3528,71.1795,66.8513,65.2363,63.1028,66.6851,mediana
/home/usuario/OrangeResults/inputToLearn/058.jpg,0.3626,0.4872,0.4978,0.5019,29108,15447,14669,14944,192.5135,140.2417,136.6644,137.9394,197.0539,149.1579,143.3087,144.2706,188.1442,132.0915,130.6265,132.005,69.8002,68.3318,68.0328,69.2304,71.4464,72.6761,71.3403,72.408,68.216,64.3607,65.0271,66.252,mediana
/home/usuario/OrangeResults/inputToLearn/039.jpg,0.3626,0.4872,0.4978,0.5019,32373,16691,15836,16243,203.0236,145.7794,141.9966,143.8097,210.6357,154.467,146.5831,146.121,195.7691,137.6589,137.675,141.7469,73.6109,71.03,70.6872,72.1767,76.3708,75.263,72.9704,73.3367,70.9806,67.0734,68.5358,71.1413,grande
/home/usuario/OrangeResults/inputToLearn/056.jpg,0.3626,0.4872,0.4978,0.5019,32536,17162,15841,16461,203.5341,147.822,142.019,144.7715,210.3147,157.5872,149.7466,152.829,197.0613,138.7952,134.7551,137.2173,73.796,72.0252,70.6983,72.6594,76.2544,76.7832,74.5452,76.7033,71.4491,67.627,67.0823,68.868,grande
/home/usuario/OrangeResults/inputToLearn/054.jpg,0.3626,0.4872,0.4978,0.5019,32193,16734,15852,16178,202.4584,145.9671,142.0683,143.5217,202.9916,154.1096,144.2424,148.1654,201.9835,138.3775,140.0059,139.12,73.4059,71.1214,70.7229,72.0321,73.5993,75.0888,71.8052,74.3627,73.2338,67.4235,69.6962,69.8229,grande
/home/usuario/OrangeResults/inputToLearn/104.jpg,0.3626,0.4872,0.4978,0.5019,25846,14010,13051,13211,181.406,133.5593,128.9071,129.6949,186.043,139.1699,131.7714,132.8341,177.121,128.325,126.3862,126.8036,65.7729,65.0758,64.1711,65.0926,67.4542,67.8095,65.597,66.6681,64.2193,62.5255,62.9162,63.6415,pequeña
/home/usuario/OrangeResults/inputToLearn/008.jpg,0.3626,0.4872,0.4978,0.5019,32791,16609,15570,15654,204.3301,145.4209,140.7989,141.1782,206.9136,151.3633,144.832,146.8543,201.9156,139.8799,137.0381,135.9035,74.0846,70.8553,70.091,70.8559,75.0213,73.7507,72.0987,73.7047,73.2091,68.1555,68.2188,68.2086,grande
/home/usuario/OrangeResults/inputToLearn/100.jpg,0.3626,0.4872,0.4978,0.5019,26001,14423,13513,13637,181.9492,135.5136,131.1689,131.7694,194.9089,144.0055,142.0352,141.5953,170.0288,127.633,121.2707,122.7497,65.9699,66.028,65.2971,66.1337,70.6687,70.1657,70.7064,71.0653,61.6478,62.1883,60.3696,61.6068,grande
